date;categoryName;payee;comment;outcomeAccountName;outcome;outcomeCurrencyShortTitle;incomeAccountName;income;incomeCurrencyShortTitle;createdDate;changedDate;qrCode
2024-11-04;"Связь";"МТС";"Мобильная связь Кати";"Сбер";"907.27";RUB;"Сбер";"0";RUB;"2024-11-04 09:09:39";"2024-11-04 09:09:39";
2024-11-04;"";"";"Снятие наличных в банкомате";"Т-Банк";"3994.79";RUB;"Наличные ₽";"3994.79";RUB;"2024-11-04 08:39:43";"2024-11-04 08:39:43";
2024-11-03;"Еда вне дома";"Tanuki";"Tanuki семьёй";"Т-Банк";"2455.34";RUB;"Т-Банк";"0";RUB;"2024-11-03 21:45:45";"2024-11-03 21:45:45";
2024-11-03;"Еда вне дома";"Яндекс Лавка";"Завтрак в Яндекс Лавка";"Т-Банк";"2260.43";RUB;"Т-Банк";"0";RUB;"2024-11-03 16:35:09";"2024-11-03 16:35:09";
2024-11-03;"Связь";"Tele2";"Мобильная связь Сергея";"Т-Банк";"1036.88";RUB;"Т-Банк";"0";RUB;"2024-11-03 08:57:55";"2024-11-03 08:57:55";
2024-11-02;"Еда вне дома";"Burger King";"Burger King на обед";"Т-Банк";"1228.55";RUB;"Т-Банк";"0";RUB;"2024-11-02 22:17:33";"2024-11-02 22:17:33";
2024-11-02;"Еда дома";"Окей";"Окей, фрукты и хлеб";"Сбер";"5544.1";RUB;"Сбер";"0";RUB;"2024-11-02 18:27:13";"2024-11-02 18:27:13";
2024-11-02;"София";"Школа гимнастики Юная";"Абонемент на гимнастику #дочь";"Т-Банк";"5832.44";RUB;"Т-Банк";"0";RUB;"2024-11-02 17:49:30";"2024-11-02 17:49:30";
2024-11-02;"Еда вне дома";"Tanuki";"Завтрак в Tanuki";"Т-Банк";"4407.11";RUB;"Т-Банк";"0";RUB;"2024-11-02 11:39:55";"2024-11-02 11:39:55";
2024-11-02;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3888.29";RUB;"Т-Банк";"0";RUB;"2024-11-02 10:19:17";"2024-11-02 10:19:17";
2024-11-01;"Еда дома";"Окей";"Окей, забежали по дороге домой";"Т-Банк";"5406.28";RUB;"Т-Банк";"0";RUB;"2024-11-01 22:24:45";"2024-11-01 22:24:45";
2024-11-01;"Транспорт";"Яндекс Такси";"Такси до клиента #работа";"Т-Банк";"383.26";RUB;"Т-Банк";"0";RUB;"2024-11-01 22:08:43";"2024-11-01 22:08:43";
2024-11-01;"Товары для дома";"Castorama";"Castorama — посуда";"Т-Банк";"9346.88";RUB;"Т-Банк";"0";RUB;"2024-11-01 20:27:03";"2024-11-01 20:27:03";
2024-11-01;"Машина";"BP";"Дозаправка по дороге";"Т-Банк";"3920.52";RUB;"Т-Банк";"0";RUB;"2024-11-01 13:31:23";"2024-11-01 13:31:23";
2024-11-01;"";"";"Снятие наличных в банкомате";"Т-Банк";"11539.3";RUB;"Наличные ₽";"11539.3";RUB;"2024-11-01 12:34:22";"2024-11-01 12:34:22";
2024-11-01;"Транспорт";"Bilet cherez SBP na tr";"Пополнение карты Тройка #дочь";"Т-Банк";"648.05";RUB;"Т-Банк";"0";RUB;"2024-11-01 09:10:30";"2024-11-01 09:10:30";
2024-10-31;"Транспорт";"Яндекс Такси";"Такси с работы";"Т-Банк";"1058.02";RUB;"Т-Банк";"0";RUB;"2024-10-31 20:34:45";"2024-10-31 20:34:45";
2024-10-31;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"3222.03";RUB;"Т-Банк";"0";RUB;"2024-10-31 18:18:41";"2024-10-31 18:18:41";
2024-10-31;"Еда дома";"Пятёрочка";"Пятёрочка, фрукты и хлеб";"Т-Банк";"6402.28";RUB;"Т-Банк";"0";RUB;"2024-10-31 13:55:29";"2024-10-31 13:55:29";
2024-10-31;"Еда дома";"Яндекс Лавка";"Яндекс Лавка, фрукты и хлеб";"Т-Банк";"2402.29";RUB;"Т-Банк";"0";RUB;"2024-10-31 10:01:18";"2024-10-31 10:01:18";
2024-10-30;"Еда дома";"ВкусВилл";"ВкусВилл, фрукты и хлеб";"Т-Банк";"5095.25";RUB;"Т-Банк";"0";RUB;"2024-10-30 19:06:14";"2024-10-30 19:06:14";
2024-10-30;"Еда дома";"Глобус";"Глобус, фрукты и хлеб";"Т-Банк";"5383.25";RUB;"Т-Банк";"0";RUB;"2024-10-30 18:53:23";"2024-10-30 18:53:23";
2024-10-30;"Кешбэк";"Т-Банк";"Кешбэк за октябрь";"Т-Банк";"0";RUB;"Т-Банк";"1105.05";RUB;"2024-10-30 13:12:18";"2024-10-30 13:12:18";
2024-10-30;"Еда вне дома";"Кафе у работы";"Кофе с утра #работа";"Т-Банк";"449.87";RUB;"Т-Банк";"0";RUB;"2024-10-30 10:40:53";"2024-10-30 10:40:53";
2024-10-30;"Животные / Собака";"Зоозавр";"Корм для собаки #Чарли";"Т-Банк";"5957.61";RUB;"Т-Банк";"0";RUB;"2024-10-30 09:45:19";"2024-10-30 09:45:19";
2024-10-29;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"3222.03";RUB;"Т-Банк";"0";RUB;"2024-10-29 16:01:25";"2024-10-29 16:01:25";
2024-10-29;"Кешбэк";"Т-Банк";"Кешбэк за октябрь";"Т-Банк";"0";RUB;"Т-Банк";"1073.14";RUB;"2024-10-29 11:39:40";"2024-10-29 11:39:40";
2024-10-29;"Еда вне дома";"Кафе у работы";"Кофе с утра #работа";"Т-Банк";"422.78";RUB;"Т-Банк";"0";RUB;"2024-10-29 09:45:20";"2024-10-29 09:45:20";
2024-10-29;"Еда дома";"Магнит";"Магнит, фрукты и хлеб";"Т-Банк";"4207.64";RUB;"Т-Банк";"0";RUB;"2024-10-29 08:55:48";"2024-10-29 08:55:48";
2024-10-28;"Кешбэк";"Т-Банк";"Кешбэк за октябрь";"Т-Банк";"0";RUB;"Т-Банк";"1434.62";RUB;"2024-10-28 11:09:12";"2024-10-28 11:09:12";
2024-10-28;"Еда вне дома";"Чайхона №1";"Чайхона №1 с коллегами #работа";"Т-Банк";"5750.57";RUB;"Т-Банк";"0";RUB;"2024-10-28 09:29:10";"2024-10-28 09:29:10";
2024-10-28;"Проценты";"Сбер";"Начисление процентов на накопит. Сбер";"Сбер - Нак.счет";"0";RUB;"Сбер - Нак.счет";"1058.32";RUB;"2024-10-28 00:56:07";"2024-10-28 00:56:07";
2024-10-28;"Проценты";"Т-Банк";"Начисление процентов на накопит. счёт";"Т-Банк - Нак.счет";"0";RUB;"Т-Банк - Нак.счет";"2847.34";RUB;"2024-10-28 00:49:00";"2024-10-28 00:49:00";
2024-10-27;"Еда дома";"Пятёрочка";"Пятёрочка #дочь покупала молоко и хлопья";"Т-Банк";"2756.62";RUB;"Т-Банк";"0";RUB;"2024-10-27 16:01:56";"2024-10-27 16:01:56";
2024-10-27;"";"";"Перевод на накопительный Сбер";"Сбер";"27409.92";RUB;"Сбер - Нак.счет";"27409.92";RUB;"2024-10-27 14:10:52";"2024-10-27 14:10:52";
2024-10-27;"Еда вне дома";"Вкусно — и точка";"Завтрак в Вкусно — и точка";"Т-Банк";"1059.94";RUB;"Т-Банк";"0";RUB;"2024-10-27 10:31:33";"2024-10-27 10:31:33";
2024-10-27;"Еда дома";"Ашан";"Ашан #еда";"Сбер";"4532.92";RUB;"Сбер";"0";RUB;"2024-10-27 09:35:25";"2024-10-27 09:35:25";
2024-10-26;"Еда дома";"Глобус";"Закупка на неделю";"Сбер";"8839.41";RUB;"Сбер";"0";RUB;"2024-10-26 17:33:56";"2024-10-26 17:33:56";
2024-10-26;"Еда вне дома";"Bro & N";"Bro & N с Катей";"Т-Банк";"4562.57";RUB;"Т-Банк";"0";RUB;"2024-10-26 11:33:01";"2024-10-26 11:33:01";
2024-10-26;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3866.43";RUB;"Т-Банк";"0";RUB;"2024-10-26 10:24:47";"2024-10-26 10:24:47";
2024-10-25;"Транспорт";"Яндекс Такси";"Такси до офиса";"Т-Банк";"802.38";RUB;"Т-Банк";"0";RUB;"2024-10-25 22:52:27";"2024-10-25 22:52:27";
2024-10-25;"Еда дома";"Магнит";"Магазин Магнит, на ужин";"Сбер";"6552.68";RUB;"Сбер";"0";RUB;"2024-10-25 18:55:09";"2024-10-25 18:55:09";
2024-10-25;"Зарплата";"Работа Кати";"Зарплата за октябрь (аванс)";"Сбер";"0";RUB;"Сбер";"185250.42";RUB;"2024-10-25 10:45:25";"2024-10-25 10:45:25";
2024-10-25;"Еда вне дома";"Coffee Bean";"Кофе с утра #работа";"Т-Банк";"342.86";RUB;"Т-Банк";"0";RUB;"2024-10-25 10:02:07";"2024-10-25 10:02:07";
2024-10-25;"Еда дома";"Лента";"Лента, фрукты и хлеб";"Т-Банк";"3224.4";RUB;"Т-Банк";"0";RUB;"2024-10-25 09:25:07";"2024-10-25 09:25:07";
2024-10-24;"Еда дома";"Самокат";"Самокат, фрукты и хлеб";"Т-Банк";"1620.33";RUB;"Т-Банк";"0";RUB;"2024-10-24 08:51:50";"2024-10-24 08:51:50";
2024-10-23;"Еда дома";"Метро";"Метро #дочь покупала молоко и хлопья";"Т-Банк";"2797.69";RUB;"Т-Банк";"0";RUB;"2024-10-23 21:42:06";"2024-10-23 21:42:06";
2024-10-23;"Еда дома";"Азбука Вкуса";"Азбука Вкуса #еда";"Сбер";"8205.27";RUB;"Сбер";"0";RUB;"2024-10-23 18:33:56";"2024-10-23 18:33:56";
2024-10-23;"Транспорт";"Яндекс Такси";"Такси до клиента #работа";"Т-Банк";"340.19";RUB;"Т-Банк";"0";RUB;"2024-10-23 17:39:31";"2024-10-23 17:39:31";
2024-10-23;"Машина";"Лукойл";"Дозаправка по дороге";"Т-Банк";"4558.46";RUB;"Т-Банк";"0";RUB;"2024-10-23 14:53:04";"2024-10-23 14:53:04";
2024-10-22;"Еда дома";"Самокат";"Продукты в Самокат";"Т-Банк";"1300.59";RUB;"Т-Банк";"0";RUB;"2024-10-22 21:00:04";"2024-10-22 21:00:04";
2024-10-22;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"3222.03";RUB;"Т-Банк";"0";RUB;"2024-10-22 17:37:23";"2024-10-22 17:37:23";
2024-10-22;"Транспорт";"Яндекс Такси";"Такси из аэропорта";"Т-Банк";"529.27";RUB;"Т-Банк";"0";RUB;"2024-10-22 15:41:54";"2024-10-22 15:41:54";
2024-10-22;"Развлечения";"Кинотеатр Каро";"Посещение Кинотеатр Каро";"Т-Банк";"5938.51";RUB;"Т-Банк";"0";RUB;"2024-10-22 13:11:39";"2024-10-22 13:11:39";
2024-10-22;"Интернет-покупки / Подписки";"ivi";"Подписка ivi";"Т-Банк";"553.44";RUB;"Т-Банк";"0";RUB;"2024-10-22 09:49:44";"2024-10-22 09:49:44";
2024-10-21;"Еда дома";"Глобус";"Глобус #дочь покупала молоко и хлопья";"Т-Банк";"6463.33";RUB;"Т-Банк";"0";RUB;"2024-10-21 15:38:01";"2024-10-21 15:38:01";
2024-10-21;"Еда вне дома";"Coffee Bean";"Кофе с утра #работа";"Т-Банк";"337.55";RUB;"Т-Банк";"0";RUB;"2024-10-21 10:35:17";"2024-10-21 10:35:17";
2024-10-20;"Животные / Собака";"Petshop.ru";"Витамины для собаки #Чарли";"Т-Банк";"2172.51";RUB;"Т-Банк";"0";RUB;"2024-10-20 20:59:04";"2024-10-20 20:59:04";
2024-10-20;"Еда дома";"Магнит";"Магнит, фрукты и хлеб";"Т-Банк";"7049.19";RUB;"Т-Банк";"0";RUB;"2024-10-20 17:42:32";"2024-10-20 17:42:32";
2024-10-20;"Еда вне дома";"Ribambelle";"Завтрак в Ribambelle";"Т-Банк";"6066.39";RUB;"Т-Банк";"0";RUB;"2024-10-20 16:31:48";"2024-10-20 16:31:48";
2024-10-20;"Еда дома";"Магнит";"Магазин Магнит, на ужин";"Т-Банк";"4863";RUB;"Т-Банк";"0";RUB;"2024-10-20 11:16:34";"2024-10-20 11:16:34";
2024-10-20;"Интернет-покупки / Подписки";"OpenAI";"ChatGPT Plus подписка #работа";"Т-Банк";"32.22";RUB;"Т-Банк";"0";RUB;"2024-10-20 10:41:06";"2024-10-20 10:41:06";
2024-10-20;"Машина";"Татнефть";"Полный бак #машина";"Т-Банк";"4806.08";RUB;"Т-Банк";"0";RUB;"2024-10-20 10:30:29";"2024-10-20 10:30:29";
2024-10-19;"Уход за собой / Катя";"Иль де Ботэ";"Шампунь и кондиционер";"Сбер";"6438.65";RUB;"Сбер";"0";RUB;"2024-10-19 21:36:29";"2024-10-19 21:36:29";
2024-10-19;"Уход за собой";"Точка красоты";"Стрижка Сергея #Сергей";"Т-Банк";"4913.57";RUB;"Т-Банк";"0";RUB;"2024-10-19 20:52:08";"2024-10-19 20:52:08";
2024-10-19;"Транспорт";"Чаевые в кафе";"Мелочи в киоске";"Наличные ₽";"468.45";RUB;"Наличные ₽";"0";RUB;"2024-10-19 16:15:46";"2024-10-19 16:15:46";
2024-10-19;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3866.43";RUB;"Т-Банк";"0";RUB;"2024-10-19 11:33:52";"2024-10-19 11:33:52";
2024-10-18;"Машина";"Парковка центр Москвы";"Парковка в центре #машина";"Т-Банк";"67.56";RUB;"Т-Банк";"0";RUB;"2024-10-18 21:23:22";"2024-10-18 21:23:22";
2024-10-18;"Еда вне дома";"Кухня на районе";"Завтрак в Кухня на районе";"Т-Банк";"3404.73";RUB;"Т-Банк";"0";RUB;"2024-10-18 20:34:47";"2024-10-18 20:34:47";
2024-10-18;"Еда дома";"Яндекс Лавка";"Закупка на неделю";"Т-Банк";"1042.92";RUB;"Т-Банк";"0";RUB;"2024-10-18 18:44:41";"2024-10-18 18:44:41";
2024-10-18;"Еда дома";"Яндекс Лавка";"Магазин Яндекс Лавка, на ужин";"Т-Банк";"983.06";RUB;"Т-Банк";"0";RUB;"2024-10-18 15:05:02";"2024-10-18 15:05:02";
2024-10-18;"Транспорт";"Яндекс Такси";"Такси домой после работы";"Т-Банк";"379.7";RUB;"Т-Банк";"0";RUB;"2024-10-18 14:07:53";"2024-10-18 14:07:53";
2024-10-18;"Еда вне дома";"Coffee Bean";"Кофе с утра #работа";"Т-Банк";"474.07";RUB;"Т-Банк";"0";RUB;"2024-10-18 09:49:31";"2024-10-18 09:49:31";
2024-10-18;"Интернет-покупки / Подписки";"YouTube Premium";"YouTube Premium";"Т-Банк";"404.2";RUB;"Т-Банк";"0";RUB;"2024-10-18 09:04:48";"2024-10-18 09:04:48";
2024-10-17;"Транспорт";"Яндекс Такси";"Такси с работы";"Т-Банк";"1152.22";RUB;"Т-Банк";"0";RUB;"2024-10-17 18:56:24";"2024-10-17 18:56:24";
2024-10-17;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"3222.03";RUB;"Т-Банк";"0";RUB;"2024-10-17 18:40:15";"2024-10-17 18:40:15";
2024-10-17;"Еда вне дома";"Coffee Bean";"Кофе с утра #работа";"Т-Банк";"371.7";RUB;"Т-Банк";"0";RUB;"2024-10-17 10:28:55";"2024-10-17 10:28:55";
2024-10-16;"Машина";"Лукойл";"Дозаправка по дороге";"Т-Банк";"5157.92";RUB;"Т-Банк";"0";RUB;"2024-10-16 22:15:20";"2024-10-16 22:15:20";
2024-10-16;"Транспорт";"Цветы у метро";"Мелочи в киоске";"Наличные ₽";"2164.82";RUB;"Наличные ₽";"0";RUB;"2024-10-16 18:29:47";"2024-10-16 18:29:47";
2024-10-16;"Животные / Собака";"Четыре Лапы";"Сухой корм Acana #Чарли";"Т-Банк";"6300.44";RUB;"Т-Банк";"0";RUB;"2024-10-16 15:48:44";"2024-10-16 15:48:44";
2024-10-16;"Еда дома";"Глобус";"Закупка на неделю";"Т-Банк";"6710.43";RUB;"Т-Банк";"0";RUB;"2024-10-16 15:20:39";"2024-10-16 15:20:39";
2024-10-16;"Еда вне дома";"Coffee Bean";"Кофе с утра #работа";"Т-Банк";"429.58";RUB;"Т-Банк";"0";RUB;"2024-10-16 09:22:57";"2024-10-16 09:22:57";
2024-10-16;"Еда дома";"Пятёрочка";"Магазин Пятёрочка, на ужин";"Т-Банк";"6039.71";RUB;"Т-Банк";"0";RUB;"2024-10-16 08:53:19";"2024-10-16 08:53:19";
2024-10-15;"Транспорт";"Яндекс Такси";"Такси из аэропорта";"Т-Банк";"792.9";RUB;"Т-Банк";"0";RUB;"2024-10-15 19:28:19";"2024-10-15 19:28:19";
2024-10-15;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"3222.03";RUB;"Т-Банк";"0";RUB;"2024-10-15 18:24:50";"2024-10-15 18:24:50";
2024-10-15;"Транспорт";"Цветы у метро";"Чаевые официанту";"Наличные ₽";"1280.79";RUB;"Наличные ₽";"0";RUB;"2024-10-15 14:41:06";"2024-10-15 14:41:06";
2024-10-15;"Интернет-покупки / Подписки";"Spotify";"Spotify Premium";"Т-Банк";"275.47";RUB;"Т-Банк";"0";RUB;"2024-10-15 08:26:25";"2024-10-15 08:26:25";
2024-10-14;"Транспорт";"Метро Москвы";"Поездка на метро";"Сбер";"100.01";RUB;"Сбер";"0";RUB;"2024-10-14 20:44:16";"2024-10-14 20:44:16";
2024-10-14;"Еда дома";"Ашан";"Магазин Ашан, на ужин";"Т-Банк";"2124.4";RUB;"Т-Банк";"0";RUB;"2024-10-14 19:19:24";"2024-10-14 19:19:24";
2024-10-14;"Еда вне дома";"Яндекс Еда";"Завтрак в Яндекс Еда";"Т-Банк";"1431.89";RUB;"Т-Банк";"0";RUB;"2024-10-14 19:14:27";"2024-10-14 19:14:27";
2024-10-14;"Квартира";"МГТС";"Домашний интернет 500 Мбит/с";"Т-Банк";"902.17";RUB;"Т-Банк";"0";RUB;"2024-10-14 13:29:14";"2024-10-14 13:29:14";
2024-10-14;"Еда вне дома";"Cofix";"Кофе с утра #работа";"Т-Банк";"240.23";RUB;"Т-Банк";"0";RUB;"2024-10-14 09:49:32";"2024-10-14 09:49:32";
2024-10-13;"Еда дома";"Самокат";"Продукты в Самокат";"Т-Банк";"2502.76";RUB;"Т-Банк";"0";RUB;"2024-10-13 17:41:58";"2024-10-13 17:41:58";
2024-10-12;"Квартира";"ЖКУ-Москва";"Оплата электроэнергии за сентябрь";"Т-Банк";"5705.8";RUB;"Т-Банк";"0";RUB;"2024-10-12 18:04:23";"2024-10-12 18:04:23";
2024-10-12;"Животные / Кот";"Ле'Муррр";"Корм для кота #Барсик";"Т-Банк";"3747.58";RUB;"Т-Банк";"0";RUB;"2024-10-12 15:04:23";"2024-10-12 15:04:23";
2024-10-12;"Развлечения";"ВДНХ";"Семейные выходные в ВДНХ";"Т-Банк";"3535.98";RUB;"Т-Банк";"0";RUB;"2024-10-12 14:17:39";"2024-10-12 14:17:39";
2024-10-12;"Машина";"СТО Мазда Авилон";"ТО Mazda3 #машина";"Т-Банк";"19959.48";RUB;"Т-Банк";"0";RUB;"2024-10-12 13:45:00";"2024-10-12 13:45:00";
2024-10-12;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3866.43";RUB;"Т-Банк";"0";RUB;"2024-10-12 11:22:28";"2024-10-12 11:22:28";
2024-10-12;"Интернет-покупки / Подписки";"Кинопоиск HD";"Подписка на кино";"Т-Банк";"840.98";RUB;"Т-Банк";"0";RUB;"2024-10-12 08:45:38";"2024-10-12 08:45:38";
2024-10-11;"Животные / Собака";"Ле'Муррр";"Корм для собаки #Чарли";"Т-Банк";"7017.93";RUB;"Т-Банк";"0";RUB;"2024-10-11 17:50:59";"2024-10-11 17:50:59";
2024-10-11;"Интернет-покупки / Подписки";"Adobe";"Подписка Adobe Creative Cloud #работа";"Сбер";"1933.22";RUB;"Сбер";"0";RUB;"2024-10-11 15:49:13";"2024-10-11 15:49:13";
2024-10-11;"Транспорт";"Метро Москвы";"Поездка на метро";"Сбер";"99.41";RUB;"Сбер";"0";RUB;"2024-10-11 15:22:45";"2024-10-11 15:22:45";
2024-10-11;"Еда дома";"Яндекс Лавка";"Магазин Яндекс Лавка, на ужин";"Т-Банк";"988.67";RUB;"Т-Банк";"0";RUB;"2024-10-11 12:25:41";"2024-10-11 12:25:41";
2024-10-11;"Еда вне дома";"Яндекс Еда";"Яндекс Еда на обед";"Т-Банк";"3379.65";RUB;"Т-Банк";"0";RUB;"2024-10-11 09:58:09";"2024-10-11 09:58:09";
2024-10-10;"Квартира";"iBank.ZhKU Moscow";"Оплата ЖКУ за сентябрь";"Т-Банк";"20681.24";RUB;"Т-Банк";"0";RUB;"2024-10-10 19:33:01";"2024-10-10 19:33:01";
2024-10-10;"Еда дома";"Окей";"Продукты в Окей";"Т-Банк";"2080.65";RUB;"Т-Банк";"0";RUB;"2024-10-10 17:45:14";"2024-10-10 17:45:14";
2024-10-10;"Машина";"Платная дорога М11";"Проезд по платной дороге #машина";"Т-Банк";"286.97";RUB;"Т-Банк";"0";RUB;"2024-10-10 17:14:51";"2024-10-10 17:14:51";
2024-10-09;"Транспорт";"Яндекс Такси";"Такси из аэропорта";"Т-Банк";"1041.36";RUB;"Т-Банк";"0";RUB;"2024-10-09 21:42:42";"2024-10-09 21:42:42";
2024-10-09;"Еда вне дома";"Грузинский погребок";"Грузинский погребок семьёй";"Т-Банк";"2631.56";RUB;"Т-Банк";"0";RUB;"2024-10-09 11:38:06";"2024-10-09 11:38:06";
2024-10-09;"";"";"Пополнение брокерского счёта";"Т-Банк";"43124.1";RUB;"Т-Банк - Брокерский счёт";"43124.1";RUB;"2024-10-09 11:06:29";"2024-10-09 11:06:29";
2024-10-08;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"3222.03";RUB;"Т-Банк";"0";RUB;"2024-10-08 18:35:02";"2024-10-08 18:35:02";
2024-10-08;"Еда дома";"Перекрёсток";"Перекрёсток #дочь покупала молоко и хлопья";"Т-Банк";"3742.3";RUB;"Т-Банк";"0";RUB;"2024-10-08 17:25:16";"2024-10-08 17:25:16";
2024-10-08;"Транспорт";"Аэроэкспресс";"Поездка на метро";"Сбер";"83.1";RUB;"Сбер";"0";RUB;"2024-10-08 15:54:16";"2024-10-08 15:54:16";
2024-10-08;"Еда вне дома";"Coffee Bean";"Кофе с утра #работа";"Т-Банк";"356.44";RUB;"Т-Банк";"0";RUB;"2024-10-08 09:59:24";"2024-10-08 09:59:24";
2024-10-08;"Интернет-покупки / Подписки";"iCloud";"iCloud 50 ГБ #apple";"Т-Банк";"122";RUB;"Т-Банк";"0";RUB;"2024-10-08 07:48:46";"2024-10-08 07:48:46";
2024-10-07;"Квартира";"ВТБ Ипотека";"Платёж по ипотеке за октябрь #ипотека";"Т-Банк";"92794.38";RUB;"Т-Банк";"0";RUB;"2024-10-07 10:25:32";"2024-10-07 10:25:32";
2024-10-07;"Транспорт";"Аэроэкспресс";"Поездка на метро";"Сбер";"83.3";RUB;"Сбер";"0";RUB;"2024-10-07 10:18:08";"2024-10-07 10:18:08";
2024-10-07;"Машина";"BP";"Бензин 40 литров #машина";"Т-Банк";"5245.3";RUB;"Т-Банк";"0";RUB;"2024-10-07 09:14:43";"2024-10-07 09:14:43";
2024-10-07;"Еда вне дома";"Кафе у работы";"Кофе с утра #работа";"Т-Банк";"238.39";RUB;"Т-Банк";"0";RUB;"2024-10-07 08:08:20";"2024-10-07 08:08:20";
2024-10-07;"Еда дома";"Метро";"Закупка на неделю";"Т-Банк";"3588.62";RUB;"Т-Банк";"0";RUB;"2024-10-07 08:02:46";"2024-10-07 08:02:46";
2024-10-06;"Еда вне дома";"Старбакс";"Старбакс с коллегами #работа";"Т-Банк";"405.78";RUB;"Т-Банк";"0";RUB;"2024-10-06 17:53:19";"2024-10-06 17:53:19";
2024-10-06;"Развлечения";"Музей современного искусства";"Кино всей семьёй Музей современного искусства";"Т-Банк";"2827.4";RUB;"Т-Банк";"0";RUB;"2024-10-06 17:31:16";"2024-10-06 17:31:16";
2024-10-06;"Еда дома";"Яндекс Лавка";"Продукты в Яндекс Лавка";"Сбер";"1607.3";RUB;"Сбер";"0";RUB;"2024-10-06 14:43:31";"2024-10-06 14:43:31";
2024-10-06;"";"";"Перевод на накопительный счёт";"Т-Банк";"41546.72";RUB;"Т-Банк - Нак.счет";"41546.72";RUB;"2024-10-06 13:28:14";"2024-10-06 13:28:14";
2024-10-06;"Связь";"Билайн";"Мобильная связь Сони #дочь";"Т-Банк";"451.08";RUB;"Т-Банк";"0";RUB;"2024-10-06 10:55:55";"2024-10-06 10:55:55";
2024-10-06;"Еда вне дома";"Папа Джонс";"Папа Джонс с Катей";"Т-Банк";"4957.73";RUB;"Т-Банк";"0";RUB;"2024-10-06 10:13:57";"2024-10-06 10:13:57";
2024-10-05;"Развлечения";"Кинотеатр Формула Кино";"Поход в Кинотеатр Формула Кино #дочь";"Т-Банк";"2135.44";RUB;"Т-Банк";"0";RUB;"2024-10-05 11:50:07";"2024-10-05 11:50:07";
2024-10-05;"София";"Музыкальная школа";"Урок фортепиано #дочь";"Т-Банк";"3866.43";RUB;"Т-Банк";"0";RUB;"2024-10-05 11:04:01";"2024-10-05 11:04:01";
2024-10-05;"Зарплата";"Работа Сергея";"Зарплата за сентябрь";"Т-Банк";"0";RUB;"Т-Банк";"313894.91";RUB;"2024-10-05 10:50:11";"2024-10-05 10:50:11";
2024-10-05;"Интернет-покупки / Подписки";"Яндекс Плюс";"Подписка Яндекс Плюс";"Т-Банк";"379.48";RUB;"Т-Банк";"0";RUB;"2024-10-05 08:30:38";"2024-10-05 08:30:38";
2024-10-04;"Транспорт";"Билет на Тройку";"Поездка на метро";"Сбер";"101.27";RUB;"Сбер";"0";RUB;"2024-10-04 18:17:39";"2024-10-04 18:17:39";
2024-10-04;"Еда дома";"Перекрёсток";"Перекрёсток #дочь покупала молоко и хлопья";"Т-Банк";"2012.92";RUB;"Т-Банк";"0";RUB;"2024-10-04 16:25:17";"2024-10-04 16:25:17";
2024-10-04;"Уход за собой / Катя";"Золотое Яблоко";"Парфюм #Катя";"Сбер";"7231.32";RUB;"Сбер";"0";RUB;"2024-10-04 15:10:17";"2024-10-04 15:10:17";
2024-10-04;"Связь";"МТС";"Мобильная связь Кати";"Сбер";"902.17";RUB;"Сбер";"0";RUB;"2024-10-04 09:49:26";"2024-10-04 09:49:26";
2024-10-03;"София";"Алина Петровна";"Урок английского с репетитором #дочь";"Т-Банк";"3222.03";RUB;"Т-Банк";"0";RUB;"2024-10-03 17:18:44";"2024-10-03 17:18:44";
2024-10-03;"Транспорт";"Билет на Тройку";"Поездка на метро";"Сбер";"94.01";RUB;"Сбер";"0";RUB;"2024-10-03 14:04:35";"2024-10-03 14:04:35";
2024-10-03;"Еда дома";"Яндекс Лавка";"Яндекс Лавка #дочь покупала молоко и хлопья";"Т-Банк";"1057.1";RUB;"Т-Банк";"0";RUB;"2024-10-03 11:28:11";"2024-10-03 11:28:11";
2024-10-03;"Еда вне дома";"Cofix";"Кофе с утра #работа";"Т-Банк";"355.16";RUB;"Т-Банк";"0";RUB;"2024-10-03 10:10:27";"2024-10-03 10:10:27";
2024-10-03;"Связь";"Tele2";"Мобильная связь Сергея";"Т-Банк";"1031.05";RUB;"Т-Банк";"0";RUB;"2024-10-03 09:53:18";"2024-10-03 09:53:18";
2024-10-03;"Еда вне дома";"Ginza";"Завтрак в Ginza";"Т-Банк";"4422.97";RUB;"Т-Банк";"0";RUB;"2024-10-03 08:05:07";"2024-10-03 08:05:07";
2024-10-02;"София";"Школа гимнастики Юная";"Абонемент на гимнастику #дочь";"Т-Банк";"5799.65";RUB;"Т-Банк";"0";RUB;"2024-10-02 19:58:31";"2024-10-02 19:58:31";
